Plot,Tree,Spec,DBH,Age_AB,HC,Year,Count
RP3U,9,ABLA,16.8,136,2,2017,11
RP3U,9,ABLA,16.8,136,2,2018,1
RP3U,9,PIEN,19.2,111,2,2016,NaN
RP3U,9,PIEN,19.2,111,2,2017,2
RP3U,9,PIEN,19.2,111,2,2018,30
RP3U,10,ABLA,18.1,169,2,2016,NaN
RP3U,10,ABLA,18.1,169,2,2017,20
RP3U,10,ABLA,18.1,169,2,2018,2
RP3U,10,PIEN,21.5,148,2,2016,NaN
RP3U,10,PIEN,21.5,148,2,2017,195
RP3U,10,PIEN,21.5,148,2,2018,40
RP3U,11,ABLA,13.8,111,2,2016,NaN
RP3U,11,ABLA,13.8,111,2,2017,38
RP3U,11,ABLA,13.8,111,2,2018,0
RP3U,11,PIEN,24.7,183,2,2016,NaN
RP3U,11,PIEN,24.7,183,2,2017,52
RP3U,11,PIEN,24.7,183,2,2018,20
RP3U,12,ABLA,18.3,152,2,2016,NaN
RP3U,12,ABLA,18.3,152,2,2017,0
RP3U,12,ABLA,18.3,152,2,2018,1
RP3U,12,PIEN,15.7,95,2,2016,NaN
RP3U,12,PIEN,15.7,95,2,2017,46
RP3U,12,PIEN,15.7,95,2,2018,12
RP3U,13,ABLA,22,272,2,2016,NaN
RP3U,13,ABLA,22,272,2,2017,12
RP3U,13,ABLA,22,272,2,2018,0
RP3U,13,PIEN,39.5,337,2,2016,NaN
RP3U,13,PIEN,39.5,337,2,2017,1
RP3U,13,PIEN,39.5,337,2,2018,5
RP3U,14,ABLA,17.4,162,2,2016,NaN
RP3U,14,ABLA,17.4,162,2,2017,8
RP3U,14,ABLA,17.4,162,2,2018,0
RP3U,14,PIEN,20.3,159,2,2016,NaN
RP3U,14,PIEN,20.3,159,2,2017,58
RP3U,14,PIEN,20.3,159,2,2018,6
RP3U,15,ABLA,17.8,167,2,2016,NaN
RP3U,15,ABLA,17.8,167,2,2017,2
RP3U,15,ABLA,17.8,167,2,2018,0
RP3U,15,PIEN,22.5,396,2,2016,NaN
RP3U,15,PIEN,22.5,396,2,2017,1
RP3U,15,PIEN,22.5,396,2,2018,0
RP3U,16,ABLA,20,108,2,2016,NaN
RP3U,16,ABLA,20,108,2,2017,45
RP3U,16,ABLA,20,108,2,2018,2
RP3U,16,PIEN,32.1,410,2,2016,NaN
RP3U,16,PIEN,32.1,410,2,2017,3
RP3U,16,PIEN,32.1,410,2,2018,3
RP3U,17,ABLA,9.8,119,3,2016,NaN
RP3U,17,ABLA,9.8,119,3,2017,18
RP3U,17,ABLA,9.8,119,3,2018,0
RP3U,17,PIEN,14,217,3,2016,NaN
RP3U,17,PIEN,14,217,3,2017,5
RP3U,17,PIEN,14,217,3,2018,1
RP3U,18,ABLA,7.1,120,3,2016,NaN
RP3U,18,ABLA,7.1,120,3,2017,0
RP3U,18,ABLA,7.1,120,3,2018,0
RP3U,18,PIEN,13.5,108,3,2016,NaN
RP3U,18,PIEN,13.5,108,3,2017,0
RP3U,18,PIEN,13.5,108,3,2018,0
RP3U,19,ABLA,5.5,136,3,2016,NaN
RP3U,19,ABLA,5.5,136,3,2017,0
RP3U,19,ABLA,5.5,136,3,2018,0
RP3U,19,PIEN,4.5,107,3,2016,NaN
RP3U,19,PIEN,4.5,107,3,2017,0
RP3U,19,PIEN,4.5,107,3,2018,0
RP3U,20,ABLA,4.5,61,3,2016,NaN
RP3U,20,ABLA,4.5,61,3,2017,0
RP3U,20,ABLA,4.5,61,3,2018,0
RP3U,20,PIEN,6.5,98,3,2016,NaN
RP3U,20,PIEN,6.5,98,3,2017,3
RP3U,20,PIEN,6.5,98,3,2018,5
RP3U,21,ABLA,8.2,119,3,2016,NaN
RP3U,21,ABLA,8.2,119,3,2017,0
RP3U,21,ABLA,8.2,119,3,2018,0
RP3U,21,PIEN,4.5,58,3,2016,NaN
RP3U,21,PIEN,4.5,58,3,2017,0
RP3U,21,PIEN,4.5,58,3,2018,0
RP3U,22,ABLA,4.5,85,3,2016,NaN
RP3U,22,ABLA,4.5,85,3,2017,0
RP3U,22,ABLA,4.5,85,3,2018,0
RP3U,22,PIEN,8.2,132,3,2016,NaN
RP3U,22,PIEN,8.2,132,3,2017,1
RP3U,22,PIEN,8.2,132,3,2018,2
RP3U,23,ABLA,9.8,154,3,2016,NaN
RP3U,23,ABLA,9.8,154,3,2017,2
RP3U,23,ABLA,9.8,154,3,2018,5
RP3U,23,PIEN,6.3,71,3,2016,NaN
RP3U,23,PIEN,6.3,71,3,2017,8
RP3U,23,PIEN,6.3,71,3,2018,0
RP3U,24,ABLA,5.3,113,3,2016,NaN
RP3U,24,ABLA,5.3,113,3,2017,0
RP3U,24,ABLA,5.3,113,3,2018,0
RP3U,24,PIEN,4.4,58,3,2016,NaN
RP3U,24,PIEN,4.4,58,3,2017,0
RP3U,24,PIEN,4.4,58,3,2018,0
SD1,1,ABLA,18.5,87,1,2016,18
SD1,1,ABLA,18.5,87,1,2017,270.5
SD1,1,ABLA,18.5,87,1,2018,0
SD1,1,PIEN,27.3,105,1,2016,160.5
SD1,1,PIEN,27.3,105,1,2017,324.5
SD1,1,PIEN,27.3,105,1,2018,88
SD1,2,ABLA,28,137,1,2016,7
SD1,2,ABLA,28,137,1,2017,7
SD1,2,ABLA,28,137,1,2018,0
SD1,2,PIEN,21,109,1,2016,147
SD1,2,PIEN,21,109,1,2017,220
SD1,2,PIEN,21,109,1,2018,95
SD1,3,ABLA,23,132,1,2016,0
SD1,3,ABLA,23,132,1,2017,5
SD1,3,ABLA,23,132,1,2018,1
SD1,3,PIEN,15,97,1,2016,2
SD1,3,PIEN,15,97,1,2017,23
SD1,3,PIEN,15,97,1,2018,6
SD1,4,ABLA,23.1,104,1,2016,9
SD1,4,ABLA,23.1,104,1,2017,11
SD1,4,ABLA,23.1,104,1,2018,10
SD1,4,PIEN,23,126,1,2016,450
SD1,4,PIEN,23,126,1,2017,105
SD1,4,PIEN,23,126,1,2018,48
SD1,5,ABLA,15.5,85,2,2016,0
SD1,5,ABLA,15.5,85,2,2017,2
SD1,5,ABLA,15.5,85,2,2018,0
SD1,5,PIEN,12,89,2,2016,0
SD1,5,PIEN,12,89,2,2017,49
SD1,5,PIEN,12,89,2,2018,2
SD1,6,ABLA,8.7,65,2,2016,0
SD1,6,ABLA,8.7,65,2,2017,6
SD1,6,ABLA,8.7,65,2,2018,0
SD1,6,PIEN,10,88,2,2016,0
SD1,6,PIEN,10,88,2,2017,0
SD1,6,PIEN,10,88,2,2018,0
SD1,7,ABLA,11.4,57,2,2016,71
SD1,7,ABLA,11.4,57,2,2017,4
SD1,7,ABLA,11.4,57,2,2018,0
SD1,7,PIEN,9.5,69,2,2016,2
SD1,7,PIEN,9.5,69,2,2017,1
SD1,7,PIEN,9.5,69,2,2018,0
SD1,8,ABLA,14,104,2,2016,0
SD1,8,ABLA,14,104,2,2017,5
SD1,8,ABLA,14,104,2,2018,0
SD1,8,PIEN,12,93,2,2016,3
SD1,8,PIEN,12,93,2,2017,64
SD1,8,PIEN,12,93,2,2018,14
SD1,9,ABLA,7.2,58,3,2016,1
SD1,9,ABLA,7.2,58,3,2017,5
SD1,9,ABLA,7.2,58,3,2018,1
SD1,9,PIEN,8,61,3,2016,0
SD1,9,PIEN,8,61,3,2017,0
SD1,9,PIEN,8,61,3,2018,0
SD1,10,ABLA,6.2,55,3,2016,0
SD1,10,ABLA,6.2,55,3,2017,10
SD1,10,ABLA,6.2,55,3,2018,2
SD1,10,PIEN,5,68,3,2016,0
SD1,10,PIEN,5,68,3,2017,0
SD1,10,PIEN,5,68,3,2018,0
SD1,11,ABLA,8.5,71,3,2016,0
SD1,11,ABLA,8.5,71,3,2017,0
SD1,11,ABLA,8.5,71,3,2018,0
SD1,11,PIEN,8,72,3,2016,0
SD1,11,PIEN,8,72,3,2017,0
SD1,11,PIEN,8,72,3,2018,0
SD1,12,ABLA,8.2,63,3,2016,0
SD1,12,ABLA,8.2,63,3,2017,10
SD1,12,ABLA,8.2,63,3,2018,1
SD1,12,PIEN,9,74,3,2016,0
SD1,12,PIEN,9,74,3,2017,5
SD1,12,PIEN,9,74,3,2018,0
SD1,13,ABLA,17,65,1,2016,5
SD1,13,ABLA,17,65,1,2017,4
SD1,13,ABLA,17,65,1,2018,4
SD1,13,PIEN,20.3,77,1,2016,193.5
SD1,13,PIEN,20.3,77,1,2017,78
SD1,13,PIEN,20.3,77,1,2018,12
SD1,14,ABLA,18.5,79,2,2016,0
SD1,14,ABLA,18.5,79,2,2017,15
SD1,14,ABLA,18.5,79,2,2018,0
SD1,14,PIEN,9.5,53,2,2016,0
SD1,14,PIEN,9.5,53,2,2017,5
SD1,14,PIEN,9.5,53,2,2018,0
SD1,15,ABLA,8,64,3,2016,0
SD1,15,ABLA,8,64,3,2017,9
SD1,15,ABLA,8,64,3,2018,0
SD1,15,PIEN,5.5,32,3,2016,0
SD1,15,PIEN,5.5,32,3,2017,0
SD1,15,PIEN,5.5,32,3,2018,0
SD1,16,ABLA,4.3,33,3,2016,0
SD1,16,ABLA,4.3,33,3,2017,0
SD1,16,ABLA,4.3,33,3,2018,0
SD1,16,PIEN,14,81,2,2016,79
SD1,16,PIEN,14,81,2,2017,359.5
SD1,16,PIEN,14,81,2,2018,0
SD1,17,ABLA,33,135,1,2016,55
SD1,17,ABLA,33,135,1,2017,17
SD1,17,ABLA,33,135,1,2018,10
SD1,17,PIEN,1,NaN,3,2016,NaN
SD1,17,PIEN,1,NaN,3,2017,NaN
SD1,17,PIEN,1,NaN,3,2018,0
SD1,18,PIEN,1.2,NaN,3,2016,NaN
SD1,18,PIEN,1.2,NaN,3,2017,NaN
SD1,18,PIEN,1.2,NaN,3,2018,0
SD1,19,PIEN,1,NaN,3,2016,NaN
SD1,19,PIEN,1,NaN,3,2017,NaN
SD1,19,PIEN,1,NaN,3,2018,0
SD1,20,PIEN,4,NaN,3,2016,NaN
SD1,20,PIEN,4,NaN,3,2017,NaN
SD1,20,PIEN,4,NaN,3,2018,0
SD2,1,ABLA,15.8,72,1,2016,0
SD2,1,ABLA,15.8,72,1,2017,1
SD2,1,ABLA,15.8,72,1,2018,0
SD2,1,PIEN,14,83,1,2016,9
SD2,1,PIEN,14,83,1,2017,29
SD2,1,PIEN,14,83,1,2018,4
SD2,2,ABLA,28.5,109,1,2016,1
SD2,2,ABLA,28.5,109,1,2017,2
SD2,2,ABLA,28.5,109,1,2018,0
SD2,2,PIEN,18.6,95,1,2016,100
SD2,2,PIEN,18.6,95,1,2017,377
SD2,2,PIEN,18.6,95,1,2018,53
SD2,3,ABLA,15,85,1,2016,2
SD2,3,ABLA,15,85,1,2017,0
SD2,3,ABLA,15,85,1,2018,0
SD2,3,PIEN,26.7,82,1,2016,126
SD2,3,PIEN,26.7,82,1,2017,7
SD2,3,PIEN,26.7,82,1,2018,55
SD2,4,PIEN,17.9,61,1,2016,0
SD2,4,PIEN,17.9,61,1,2017,13
SD2,4,PIEN,17.9,61,1,2018,21
SD2,5,ABLA,7,51,2,2016,22
SD2,5,ABLA,7,51,2,2017,4
SD2,5,ABLA,7,51,2,2018,42
SD2,5,PIEN,11.6,77,2,2016,3
SD2,5,PIEN,11.6,77,2,2017,244.5
SD2,5,PIEN,11.6,77,2,2018,0
SD2,6,ABLA,9.5,75,2,2016,0
SD2,6,ABLA,9.5,75,2,2017,0
SD2,6,ABLA,9.5,75,2,2018,0
SD2,6,PIEN,11.4,82,2,2016,5
SD2,6,PIEN,11.4,82,2,2017,51
SD2,6,PIEN,11.4,82,2,2018,21
SD2,7,ABLA,13.5,75,2,2016,0
SD2,7,ABLA,13.5,75,2,2017,2
SD2,7,ABLA,13.5,75,2,2018,0
SD2,7,PIEN,10.1,65,2,2016,0
SD2,7,PIEN,10.1,65,2,2017,4
SD2,7,PIEN,10.1,65,2,2018,1
SD2,8,ABLA,10.9,88,2,2016,1
SD2,8,ABLA,10.9,88,2,2017,6
SD2,8,ABLA,10.9,88,2,2018,1
SD2,8,PIEN,13.2,98,2,2016,0
SD2,8,PIEN,13.2,98,2,2017,133
SD2,8,PIEN,13.2,98,2,2018,12
SD2,9,ABLA,10,103,2,2016,0
SD2,9,ABLA,10,103,2,2017,2
SD2,9,ABLA,10,103,2,2018,0
SD2,9,PIEN,4.7,46,3,2016,0
SD2,9,PIEN,4.7,46,3,2017,11
SD2,9,PIEN,4.7,46,3,2018,2
SD2,10,ABLA,9,82,3,2016,0
SD2,10,ABLA,9,82,3,2017,0
SD2,10,ABLA,9,82,3,2018,0
SD2,10,PIEN,5,65,3,2016,0
SD2,10,PIEN,5,65,3,2017,0
SD2,10,PIEN,5,65,3,2018,0
SD2,11,ABLA,7.2,52,3,2016,0
SD2,11,ABLA,7.2,52,3,2017,0
SD2,11,ABLA,7.2,52,3,2018,0
SD2,11,PIEN,4,72,3,2016,0
SD2,11,PIEN,4,72,3,2017,0
SD2,11,PIEN,4,72,3,2018,0
SD2,12,ABLA,4.7,70,3,2016,0
SD2,12,ABLA,4.7,70,3,2017,0
SD2,12,ABLA,4.7,70,3,2018,0
SD2,12,PIEN,6,51,3,2016,0
SD2,12,PIEN,6,51,3,2017,0
SD2,12,PIEN,6,51,3,2018,0
SD2,13,ABLA,6.5,57,3,2016,0
SD2,13,ABLA,6.5,57,3,2017,1
SD2,13,ABLA,6.5,57,3,2018,0
SD2,13,PIEN,36.5,119,1,2016,1308.5
SD2,13,PIEN,36.5,119,1,2017,192
SD2,13,PIEN,36.5,119,1,2018,35
SD2,14,ABLA,8,58,3,2016,0
SD2,14,ABLA,8,58,3,2017,12
SD2,14,ABLA,8,58,3,2018,0
SD2,14,PIEN,9,61,2,2016,23
SD2,14,PIEN,9,61,2,2017,63
SD2,14,PIEN,9,61,2,2018,0
SD2,15,ABLA,4.5,61,3,2016,0
SD2,15,ABLA,4.5,61,3,2017,0
SD2,15,ABLA,4.5,61,3,2018,0
SD2,15,PIEN,9.5,51,3,2016,0
SD2,15,PIEN,9.5,51,3,2017,26
SD2,15,PIEN,9.5,51,3,2018,6
SD2,16,ABLA,2,NaN,3,2016,NaN
SD2,16,ABLA,2,NaN,3,2017,NaN
SD2,16,ABLA,2,NaN,3,2018,0
SD2,16,PIEN,1.2,NaN,3,2016,NaN
SD2,16,PIEN,1.2,NaN,3,2017,NaN
SD2,16,PIEN,1.2,NaN,3,2018,0
SD2,17,ABLA,4,NaN,3,2016,NaN
SD2,17,ABLA,4,NaN,3,2017,NaN
SD2,17,ABLA,4,NaN,3,2018,0
SD2,17,PIEN,3.5,NaN,3,2016,NaN
SD2,17,PIEN,3.5,NaN,3,2017,NaN
SD2,17,PIEN,3.5,NaN,3,2018,0
SD2,18,ABLA,2.5,NaN,3,2016,NaN
SD2,18,ABLA,2.5,NaN,3,2017,NaN
SD2,18,ABLA,2.5,NaN,3,2018,0
SD2,18,PIEN,2.1,NaN,3,2016,NaN
SD2,18,PIEN,2.1,NaN,3,2017,NaN
SD2,18,PIEN,2.1,NaN,3,2018,0
SD2,19,PIEN,2,NaN,3,2016,NaN
SD2,19,PIEN,2,NaN,3,2017,NaN
SD2,19,PIEN,2,NaN,3,2018,0
SD3,1,ABLA,15.7,77,1,2016,42
SD3,1,ABLA,15.7,77,1,2017,2
SD3,1,ABLA,15.7,77,1,2018,18
SD3,1,PIEN,28.7,138,1,2016,78
SD3,1,PIEN,28.7,138,1,2017,411.5
SD3,1,PIEN,28.7,138,1,2018,145
SD3,2,ABLA,21.5,103,1,2016,58
SD3,2,ABLA,21.5,103,1,2017,53
SD3,2,ABLA,21.5,103,1,2018,8
SD3,2,PIEN,29,151,1,2016,35
SD3,2,PIEN,29,151,1,2017,278.5
SD3,2,PIEN,29,151,1,2018,26
SD3,3,ABLA,23.8,89,1,2016,25
SD3,3,ABLA,23.8,89,1,2017,3
SD3,3,ABLA,23.8,89,1,2018,48
SD3,3,PIEN,32,151,1,2016,1170.5
SD3,3,PIEN,32,151,1,2017,190
SD3,3,PIEN,32,151,1,2018,110
SD3,4,ABLA,19,72,1,2016,97
SD3,4,ABLA,19,72,1,2017,13
SD3,4,ABLA,19,72,1,2018,5
SD3,4,PIEN,26.5,129,1,2016,349
SD3,4,PIEN,26.5,129,1,2017,875.5
SD3,4,PIEN,26.5,129,1,2018,95
SD3,5,ABLA,18,92,2,2016,2
SD3,5,ABLA,18,92,2,2017,7
SD3,5,ABLA,18,92,2,2018,0
SD3,5,PIEN,34.5,160,1,2016,313.5
SD3,5,PIEN,34.5,160,1,2017,96.5
SD3,5,PIEN,34.5,160,1,2018,105
SD3,6,ABLA,12.7,75,2,2016,0
SD3,6,ABLA,12.7,75,2,2017,7
SD3,6,ABLA,12.7,75,2,2018,0
SD3,6,PIEN,19,97,2,2016,114.5
SD3,6,PIEN,19,97,2,2017,283
SD3,6,PIEN,19,97,2,2018,4
SD3,7,ABLA,15,115,2,2016,12
SD3,7,ABLA,15,115,2,2017,35
SD3,7,ABLA,15,115,2,2018,27
SD3,7,PIEN,20,84,2,2016,103
SD3,7,PIEN,20,84,2,2017,250.5
SD3,7,PIEN,20,84,2,2018,1
SD3,8,ABLA,13.5,52,2,2016,1
SD3,8,ABLA,13.5,52,2,2017,2
SD3,8,ABLA,13.5,52,2,2018,7
SD3,8,PIEN,23.9,85,3,2016,124
SD3,8,PIEN,23.9,85,3,2017,258
SD3,8,PIEN,23.9,85,3,2018,31
SD3,9,ABLA,14.5,64,2,2016,0
SD3,9,ABLA,14.5,64,2,2017,9
SD3,9,ABLA,14.5,64,2,2018,0
SD3,9,PIEN,10.6,82,2,2016,103
SD3,9,PIEN,10.6,82,2,2017,330
SD3,9,PIEN,10.6,82,2,2018,65
SD3,10,ABLA,17.3,103,2,2016,13
SD3,10,ABLA,17.3,103,2,2017,0
SD3,10,ABLA,17.3,103,2,2018,16
SD3,10,PIEN,16.2,50,3,2016,137
SD3,10,PIEN,16.2,50,3,2017,NaN
SD3,10,PIEN,16.2,50,3,2018,31
SD3,11,ABLA,8,66,3,2016,0
SD3,11,ABLA,8,66,3,2017,0
SD3,11,ABLA,8,66,3,2018,0
SD3,11,PIEN,7,63,3,2016,0
SD3,11,PIEN,7,63,3,2017,0
SD3,11,PIEN,7,63,3,2018,0
SD3,12,ABLA,5.3,67,3,2016,0
SD3,12,ABLA,5.3,67,3,2017,0
SD3,12,ABLA,5.3,67,3,2018,0
SD3,12,PIEN,6.7,64,3,2016,0
SD3,12,PIEN,6.7,64,3,2017,0
SD3,12,PIEN,6.7,64,3,2018,1
SD3,13,ABLA,5.5,70,3,2016,0
SD3,13,ABLA,5.5,70,3,2017,0
SD3,13,ABLA,5.5,70,3,2018,1
SD3,13,PIEN,7,63,3,2016,0
SD3,13,PIEN,7,63,3,2017,0
SD3,13,PIEN,7,63,3,2018,5
SD3,14,ABLA,6.1,56,3,2016,0
SD3,14,ABLA,6.1,56,3,2017,0
SD3,14,ABLA,6.1,56,3,2018,0
SD3,14,PIEN,7.2,65,3,2016,0
SD3,14,PIEN,7.2,65,3,2017,14
SD3,14,PIEN,7.2,65,3,2018,6
SD3,15,ABLA,5.6,51,3,2016,0
SD3,15,ABLA,5.6,51,3,2017,5
SD3,15,ABLA,5.6,51,3,2018,1
SD3,15,PIEN,4.5,51,3,2016,0
SD3,15,PIEN,4.5,51,3,2017,5
SD3,15,PIEN,4.5,51,3,2018,7
SD3,16,ABLA,4,NaN,3,2016,NaN
SD3,16,ABLA,4,NaN,3,2017,NaN
SD3,16,ABLA,4,NaN,3,2018,0
SD3,16,PIEN,2,NaN,3,2016,NaN
SD3,16,PIEN,2,NaN,3,2017,NaN
SD3,16,PIEN,2,NaN,3,2018,0
SD3,17,ABLA,4,NaN,3,2016,NaN
SD3,17,ABLA,4,NaN,3,2017,NaN
SD3,17,ABLA,4,NaN,3,2018,0
SD3,17,PIEN,3.5,NaN,3,2016,NaN
SD3,17,PIEN,3.5,NaN,3,2017,NaN
SD3,17,PIEN,3.5,NaN,3,2018,0
SD3,18,ABLA,2,NaN,3,2016,NaN
SD3,18,ABLA,2,NaN,3,2017,NaN
SD3,18,ABLA,2,NaN,3,2018,0
SD3,18,PIEN,2.5,NaN,3,2016,NaN
SD3,18,PIEN,2.5,NaN,3,2017,NaN
SD3,18,PIEN,2.5,NaN,3,2018,0
SD3,19,ABLA,2,NaN,3,2016,NaN
SD3,19,ABLA,2,NaN,3,2017,NaN
SD3,19,ABLA,2,NaN,3,2018,0
SD3,19,PIEN,2,NaN,3,2016,NaN
SD3,19,PIEN,2,NaN,3,2017,NaN
SD3,19,PIEN,2,NaN,3,2018,0